device_equip_type,device_eq_description,device_vendor,device_model,device_serial_number,device_ip,device_version_summary,device_mgmt_ip,device_fw_type,device_fw_version,device_contact,device_location,device_hostname,unique_id,device_object,org_id,parent_sn,CLLI_code,collection_timestamp,target,total_eth_ports,up_eth_ports,down_eth_ports,admin_down_eth_ports,device,node_label,node_type,node_id,device_status,timestamp,device_role,_RDA_Id,count_,projectId,customerId,location_locationName,location_longitude,location_latitude,Country,State,City,device_additional_ips,family,Product_Family,product_type,__uuid
,,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,,,,,,N5K-A,ommegang-FI-A-A(SSI180402FF)_Ethernet1/22_10.95.158.9,CDP,,,N5K-A,2025-03-20T12:54:48.320182,,,,,,,,,,,2025-03-20T12:54:53.508914,,17424752935360514590c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,,,,,,N5K-A,ommegang-FI-A-A(SSI180402FF)_Ethernet1/21_10.95.158.9,CDP,,,N5K-A,2025-03-20T12:54:48.319870,,,,,,,,,,,2025-03-20T12:54:53.508896,,17424752935360514490c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,,,,,,N5K-A,ommegang-FI-A-A(SSI180402FF)_Ethernet1/19_10.95.158.9,CDP,,,N5K-A,2025-03-20T12:54:48.319602,,,,,,,,,,,2025-03-20T12:54:53.508877,,17424752935360514390c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,,,,,,N5K-A,ommegang-FI-A-A(SSI180402FF)_Ethernet1/20_10.95.158.9,CDP,,,N5K-A,2025-03-20T12:54:48.319345,,,,,,,,,,,2025-03-20T12:54:53.508859,,17424752935360514290c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,,,,,,N5K-A,NetAppRackSwitch_GigabitEthernet1/4_10.95.158.9,CDP,,,N5K-A,2025-03-20T12:54:48.318105,,,,,,,,,,,2025-03-20T12:54:53.508767,,17424752935360513790c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,Not Available_Not Available_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.317877,,,,,,,,,,,2025-03-20T12:54:53.508747,,17424752935360513690c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,cfx-isr.engr.cloudfabrix.com_GigabitEthernet0/1_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.299156,,,,,,,,,,,2025-03-20T12:54:53.507861,,17424752935360509090c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,N5K-A(SSI181901HL)_Ethernet1/32_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.296787,,,,,,,,,,,2025-03-20T12:54:53.507675,,17424752935360508090c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,N5K-A(SSI181901HL)_Ethernet1/31_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.296543,,,,,,,,,,,2025-03-20T12:54:53.507656,,17424752935360507990c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,NetAppRackSwitch_GigabitEthernet1/40_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.296319,,,,,,,,,,,2025-03-20T12:54:53.507637,,17424752935360507890c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,NetAppRackSwitch_GigabitEthernet1/39_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.296080,,,,,,,,,,,2025-03-20T12:54:53.507618,,17424752935360507790c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,N5K-B.engr.cloudfabrix.com(SSI144913H3)_Ethernet1/7_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.295645,,,,,,,,,,,2025-03-20T12:54:53.507581,,17424752935360507590c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,c2960-s.cfx.local_GigabitEthernet1/0/1_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.294865,,,,,,,,,,,2025-03-20T12:54:53.507510,,17424752935360507290c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,c2960-s.cfx.local_GigabitEthernet1/0/2_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.294555,,,,,,,,,,,2025-03-20T12:54:53.507492,,17424752935360507190c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,lab-fabric-switch.cfx.local_GigabitEthernet1/0/6_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.294244,,,,,,,,,,,2025-03-20T12:54:53.507475,,17424752935360507090c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,WS-C3560X-24T-S,FDO1709Z29Q,10.95.158.1,,,,,,,CFX-MainSwitch.cfx.local,lab-fabric-switch.cfx.local_GigabitEthernet1/0/5_10.95.158.1,CDP,,,CFX-Main,2025-03-20T12:54:48.293587,,,,,,,,,,,2025-03-20T12:54:53.507438,,17424752935360506890c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,Not Available_Not Available_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.260342,,,,,,,,,,,2025-03-20T12:54:53.505824,,17424752935350499190c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,N5548-DR-A(SSI15460D73)_Ethernet1/32_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.258671,,,,,,,,,,,2025-03-20T12:54:53.505707,,17424752935350498590c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,N5548-DR-A(SSI15460D73)_Ethernet1/31_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.258462,,,,,,,,,,,2025-03-20T12:54:53.505688,,17424752935350498490c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,N5548-DR-A(SSI15460D73)_Ethernet1/30_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.258246,,,,,,,,,,,2025-03-20T12:54:53.505669,,17424752935350498390c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,N5548-DR-A(SSI15460D73)_Ethernet1/29_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.258033,,,,,,,,,,,2025-03-20T12:54:53.505651,,17424752935350498290c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,c2960-s.cfx.local_TenGigabitEthernet1/0/2_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.257805,,,,,,,,,,,2025-03-20T12:54:53.505632,,17424752935350498190c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,cfx-cisco-rack-02(FOC2121R4P2)_Ethernet1/44_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.257594,,,,,,,,,,,2025-03-20T12:54:53.505612,,17424752935350498090c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,cfx-cisco-rack-02(FOC2121R4P2)_Ethernet1/43_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.257377,,,,,,,,,,,2025-03-20T12:54:53.505592,,17424752935350497990c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,cisco-rack-02_TenGigabitEthernet1/1/2_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.257120,,,,,,,,,,,2025-03-20T12:54:53.505570,,17424752935350497890c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,cisco-rack-02_TenGigabitEthernet1/1/1_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.253816,,,,,,,,,,,2025-03-20T12:54:53.505541,,17424752935350497790c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,N5K-A(SSI181901HL)_Ethernet1/12_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.253033,,,,,,,,,,,2025-03-20T12:54:53.505482,,17424752935350497490c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,N5K-A(SSI181901HL)_Ethernet1/9_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.252802,,,,,,,,,,,2025-03-20T12:54:53.505463,,17424752935350497390c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,milesxi-dr-05.cfx.internal_vmnic5_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.252585,,,,,,,,,,,2025-03-20T12:54:53.505445,,17424752935350497290c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,milesxi-dr-04.cfx.internal_vmnic5_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.252302,,,,,,,,,,,2025-03-20T12:54:53.505425,,17424752935350497190c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,milesxi-dr-03.cfx.internal_vmnic4_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.251977,,,,,,,,,,,2025-03-20T12:54:53.505406,,17424752935350497090c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,milesxi-dr-02.cfx.internal_vmnic5_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.251707,,,,,,,,,,,2025-03-20T12:54:53.505387,,17424752935350496990c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,c2960-s.cfx.local_GigabitEthernet1/0/4_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.240755,,,,,,,,,,,2025-03-20T12:54:53.505154,,17424752935350495790c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,Not Available_Not Available_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.240534,,,,,,,,,,,2025-03-20T12:54:53.505135,,17424752935350495690c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,N5548-DR-B(SSI154300PX)_Ethernet1/32_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.239033,,,,,,,,,,,2025-03-20T12:54:53.505019,,17424752935350495090c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,N5548-DR-B(SSI154300PX)_Ethernet1/31_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.238806,,,,,,,,,,,2025-03-20T12:54:53.505000,,17424752935350494990c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,N5548-DR-B(SSI154300PX)_Ethernet1/30_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.238585,,,,,,,,,,,2025-03-20T12:54:53.504981,,17424752935350494890c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,N5548-DR-B(SSI154300PX)_Ethernet1/29_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.237948,,,,,,,,,,,2025-03-20T12:54:53.504962,,17424752935350494790c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,c2960-s.cfx.local_TenGigabitEthernet1/0/1_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.237731,,,,,,,,,,,2025-03-20T12:54:53.504943,,17424752935350494690c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,cfx-cisco-rack-01(FOC2124R0S6)_Ethernet1/43_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.237520,,,,,,,,,,,2025-03-20T12:54:53.504925,,17424752935350494590c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,cfx-cisco-rack-01(FOC2124R0S6)_Ethernet1/44_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.237310,,,,,,,,,,,2025-03-20T12:54:53.504907,,17424752935350494490c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,N5K-B.engr.cloudfabrix.com(SSI144913H3)_Ethernet1/5_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.236441,,,,,,,,,,,2025-03-20T12:54:53.504831,,17424752935350494090c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,milesxi-dr-05.cfx.internal_vmnic4_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.236215,,,,,,,,,,,2025-03-20T12:54:53.504813,,17424752935350493990c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,milesxi-dr-04.cfx.internal_vmnic4_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.234135,,,,,,,,,,,2025-03-20T12:54:53.504794,,17424752935350493890c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,milesxi-dr-03.cfx.internal_vmnic5_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.233907,,,,,,,,,,,2025-03-20T12:54:53.504775,,17424752935350493790c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,milesxi-dr-02.cfx.internal_vmnic4_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.233697,,,,,,,,,,,2025-03-20T12:54:53.504758,,17424752935350493690c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,milesxi-dr-01.cfx.internal_vmnic4_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.233483,,,,,,,,,,,2025-03-20T12:54:53.504739,,17424752935350493590c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,c2960-s.cfx.local_GigabitEthernet1/0/9_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.226996,,,,,,,,,,,2025-03-20T12:54:53.504529,,17424752935350492590c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI154300PX,10.95.131.56,,,,,,,N5548-DR-B,N5548-DR-A(SSI15460D73)_Ethernet1/21_10.95.131.56,CDP,,,N5548-DR,2025-03-20T12:54:48.162529,,,,,,,,,,,2025-03-20T12:54:53.501373,,17424752935340477390c6c138,1,,,,,,,,,,,,,
,,Cisco Systems,N5K-C5548UP,SSI15460D73,10.95.131.55,,,,,,,N5548-DR-A,N5548-DR-B(SSI154300PX)_Ethernet1/21_10.95.131.55,CDP,,,N5548-DR,2025-03-20T12:54:48.157899,,,,,,,,,,,2025-03-20T12:54:53.501077,,17424752935340475790c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.198,Interface,,,cfx-isr.,2025-03-20T12:54:48.490893,,,,,,,,,,,2025-03-20T12:54:50.119170,,17424752903920474590c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.150,Interface,,,cfx-isr.,2025-03-20T12:54:48.490687,,,,,,,,,,,2025-03-20T12:54:50.119116,,17424752903920474490c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.149,Interface,,,cfx-isr.,2025-03-20T12:54:48.490471,,,,,,,,,,,2025-03-20T12:54:50.119065,,17424752903920474390c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.148,Interface,,,cfx-isr.,2025-03-20T12:54:48.490264,,,,,,,,,,,2025-03-20T12:54:50.119014,,17424752903920474290c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.147,Interface,,,cfx-isr.,2025-03-20T12:54:48.490045,,,,,,,,,,,2025-03-20T12:54:50.118962,,17424752903920474190c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.146,Interface,,,cfx-isr.,2025-03-20T12:54:48.489762,,,,,,,,,,,2025-03-20T12:54:50.118910,,17424752903920474090c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.145,Interface,,,cfx-isr.,2025-03-20T12:54:48.489554,,,,,,,,,,,2025-03-20T12:54:50.118857,,17424752903920473990c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.144,Interface,,,cfx-isr.,2025-03-20T12:54:48.489340,,,,,,,,,,,2025-03-20T12:54:50.118805,,17424752903920473890c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.143,Interface,,,cfx-isr.,2025-03-20T12:54:48.489106,,,,,,,,,,,2025-03-20T12:54:50.118753,,17424752903920473790c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.142,Interface,,,cfx-isr.,2025-03-20T12:54:48.488858,,,,,,,,,,,2025-03-20T12:54:50.118702,,17424752903920473690c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.141,Interface,,,cfx-isr.,2025-03-20T12:54:48.488526,,,,,,,,,,,2025-03-20T12:54:50.118649,,17424752903920473590c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.140,Interface,,,cfx-isr.,2025-03-20T12:54:48.488274,,,,,,,,,,,2025-03-20T12:54:50.118595,,17424752903920473490c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.139,Interface,,,cfx-isr.,2025-03-20T12:54:48.487948,,,,,,,,,,,2025-03-20T12:54:50.118530,,17424752903920473390c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.138,Interface,,,cfx-isr.,2025-03-20T12:54:48.487732,,,,,,,,,,,2025-03-20T12:54:50.118473,,17424752903920473290c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.137,Interface,,,cfx-isr.,2025-03-20T12:54:48.487505,,,,,,,,,,,2025-03-20T12:54:50.118422,,17424752903920473190c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.136,Interface,,,cfx-isr.,2025-03-20T12:54:48.487295,,,,,,,,,,,2025-03-20T12:54:50.118370,,17424752903920473090c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.135,Interface,,,cfx-isr.,2025-03-20T12:54:48.487074,,,,,,,,,,,2025-03-20T12:54:50.118318,,17424752903920472990c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.134,Interface,,,cfx-isr.,2025-03-20T12:54:48.486838,,,,,,,,,,,2025-03-20T12:54:50.118267,,17424752903920472890c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.133,Interface,,,cfx-isr.,2025-03-20T12:54:48.486627,,,,,,,,,,,2025-03-20T12:54:50.118214,,17424752903920472790c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.132,Interface,,,cfx-isr.,2025-03-20T12:54:48.486400,,,,,,,,,,,2025-03-20T12:54:50.118162,,17424752903920472690c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.131,Interface,,,cfx-isr.,2025-03-20T12:54:48.486152,,,,,,,,,,,2025-03-20T12:54:50.118110,,17424752903920472590c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.130,Interface,,,cfx-isr.,2025-03-20T12:54:48.485920,,,,,,,,,,,2025-03-20T12:54:50.118057,,17424752903920472490c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.129,Interface,,,cfx-isr.,2025-03-20T12:54:48.485712,,,,,,,,,,,2025-03-20T12:54:50.118004,,17424752903920472390c6c138,1,,,,,,,,,,,,,
,CISCO2951/K9 chassis,Cisco Systems,CISCO2951/K9,FTX1626AMMM,10.95.158.254,,10.95.158.254,Cisco IOS,15.1(4)M4,Not Available,Not Available,cfx-isr.engr.cloudfabrix.com,10.95.158.254_GigabitEthernet0/1.128,Interface,,,cfx-isr.,2025-03-20T12:54:48.485492,,,,,,,,,,,2025-03-20T12:54:50.117950,,17424752903920472290c6c138,1,,,,,,,,,,,,,
